Date,Title,Event
"July 12, 2021",Disasters and accidents,Nasiriyah hospital fire
"July 12, 2021",Disasters and accidents,COVID-19
"July 12, 2021",Disasters and accidents,lightning strikes
"July 12, 2021",Disasters and accidents,Collapse of Siji Kaiyuan Hotel
"July 12, 2021",Disasters and accidents,Suzhou
"July 12, 2021",Health and environment,COVID-19 pandemic
"July 12, 2021",Health and environment,COVID-19 vaccines
"July 12, 2021",Health and environment,GAVI
"July 12, 2021",Health and environment,COVID-19 pandemic in Asia
"July 12, 2021",Health and environment,COVID-19 pandemic in Bangladesh
"July 12, 2021",Health and environment,Bangladesh
"July 12, 2021",Health and environment,COVID-19 pandemic in Indonesia
"July 12, 2021",Health and environment,Indonesia
"July 12, 2021",Health and environment,COVID-19 pandemic in Israel
"July 12, 2021",Health and environment,COVID-19 vaccination in Israel
"July 12, 2021",Health and environment,Israel
"July 12, 2021",Health and environment,COVID-19 pandemic in Japan
"July 12, 2021",Health and environment,Tokyo
"July 12, 2021",Health and environment,COVID-19 pandemic in South Korea
"July 12, 2021",Health and environment,Seoul Capital Area
"July 12, 2021",Health and environment,COVID-19 pandemic in Thailand
"July 12, 2021",Health and environment,Thailand
"July 12, 2021",Health and environment,COVID-19 pandemic in Vietnam
"July 12, 2021",Health and environment,Vietnam
"July 12, 2021",Health and environment,COVID-19 pandemic in Europe
"July 12, 2021",Health and environment,COVID-19 pandemic in France
"July 12, 2021",Health and environment,COVID-19 vaccination in France
"July 12, 2021",Health and environment,French President
"July 12, 2021",Health and environment,COVID-19 pandemic in Greece
"July 12, 2021",Health and environment,COVID-19 vaccination in Greece
"July 12, 2021",Health and environment,Prime Minister
"July 12, 2021",Health and environment,COVID-19 pandemic in Russia
"July 12, 2021",Health and environment,COVID-19 vaccination in Russia
"July 12, 2021",Health and environment,Gamaleya Research Institute of Epidemiology and Microbiology
"July 12, 2021",Health and environment,COVID-19 pandemic in Spain
"July 12, 2021",Health and environment,Valencia
"July 12, 2021",Health and environment,COVID-19 pandemic in Fiji
"July 12, 2021",Health and environment,Fiji
"July 12, 2021",Health and environment,COVID-19 pandemic in Panama
"July 12, 2021",Health and environment,Panama
"July 12, 2021",International relations,International sanctions during the Venezuelan crisis
"July 12, 2021",International relations,U.S. Department of the Treasury
"July 12, 2021",Law and crime,2021 Samoan constitutional crisis
"July 12, 2021",Law and crime,Supreme Court
"July 12, 2021",Law and crime,Venezuelan presidential crisis
"July 12, 2021",Law and crime,Freddy Guevara
"July 12, 2021",Law and crime,UK
"July 12, 2021",Law and crime,Drake & Josh
"July 12, 2021",Politics and elections,2021 Cuban protests
"July 12, 2021",Politics and elections,Tampa
"July 12, 2021",Politics and elections,2021 Moldovan parliamentary election
"July 12, 2021",Politics and elections,Party of Action and Solidarity
"July 12, 2021",Politics and elections,Nepalese Supreme Court
"July 12, 2021",Politics and elections,Laurent Monsengwo Pasinya
"July 13, 2021",Armed conflicts and attacks,War in Afghanistan
"July 13, 2021",Armed conflicts and attacks,Taliban insurgency
"July 13, 2021",Armed conflicts and attacks,2021 Taliban offensive
"July 13, 2021",Armed conflicts and attacks,Taliban
"July 13, 2021",Armed conflicts and attacks,2021 South African unrest
"July 13, 2021",Armed conflicts and attacks,President
"July 13, 2021",Business and economy,France
"July 13, 2021",Health and environment,COVID-19 pandemic
"July 13, 2021",Health and environment,COVID-19 pandemic in Asia
"July 13, 2021",Health and environment,COVID-19 pandemic in India
"July 13, 2021",Health and environment,COVID-19 pandemic in Uttar Pradesh
"July 13, 2021",Health and environment,Indian state
"July 13, 2021",Health and environment,COVID-19 pandemic in Indonesia
"July 13, 2021",Health and environment,Indonesia
"July 13, 2021",Health and environment,COVID-19 pandemic in Malaysia
"July 13, 2021",Health and environment,Malaysia
"July 13, 2021",Health and environment,COVID-19 pandemic in Europe
"July 13, 2021",Health and environment,COVID-19 pandemic in Cyprus
"July 13, 2021",Health and environment,Cyprus
"July 13, 2021",Health and environment,COVID-19 pandemic in France
"July 13, 2021",Health and environment,France
"July 13, 2021",Health and environment,COVID-19 pandemic in Russia
"July 13, 2021",Health and environment,Russia
"July 13, 2021",Health and environment,COVID-19 pandemic in Malta
"July 13, 2021",Health and environment,Malta
"July 13, 2021",Health and environment,COVID-19 pandemic in Spain
"July 13, 2021",Health and environment,Spain
"July 13, 2021",Health and environment,COVID-19 pandemic in El Salvador
"July 13, 2021",Health and environment,Legislative Assembly of El Salvador
"July 13, 2021",International relations,United States–Venezuela relations
"July 13, 2021",International relations,United States
"July 13, 2021",International relations,United States–Cuba relations
"July 13, 2021",International relations,Miami Mayor
"July 13, 2021",Law and crime,Canadian Indian residential school gravesites
"July 13, 2021",Law and crime,British Columbia
"July 13, 2021",Politics and elections,2021 Cuban protests
"July 13, 2021",Politics and elections,Miami
"July 13, 2021",Politics and elections,San Isidro Movement
"July 13, 2021",Politics and elections,YouTuber
"July 13, 2021",Politics and elections,2021 Samoan constitutional crisis
"July 13, 2021",Politics and elections,Naomi Mataʻafa
"July 14, 2021",Armed conflicts and attacks,War in Afghanistan
"July 14, 2021",Armed conflicts and attacks,Taliban insurgency
"July 14, 2021",Armed conflicts and attacks,2021 Taliban offensive
"July 14, 2021",Armed conflicts and attacks,Afghanistan–Tajikistan relations
"July 14, 2021",Armed conflicts and attacks,Tajikistan
"July 14, 2021",Armed conflicts and attacks,Taliban
"July 14, 2021",Armed conflicts and attacks,(TOLO)
"July 14, 2021",Armed conflicts and attacks,Chinese
"July 14, 2021",Armed conflicts and attacks,Withdrawal of United States troops from Afghanistan
"July 14, 2021",Armed conflicts and attacks,Biden administration
"July 14, 2021",Disasters and accidents,Kohistan
"July 14, 2021",Health and environment,COVID-19 pandemic
"July 14, 2021",Health and environment,COVID-19 pandemic in Asia
"July 14, 2021",Health and environment,COVID-19 pandemic in Indonesia
"July 14, 2021",Health and environment,Indonesia
"July 14, 2021",Health and environment,COVID-19 pandemic in Malaysia
"July 14, 2021",Health and environment,Malaysia
"July 14, 2021",Health and environment,COVID-19 pandemic in Myanmar
"July 14, 2021",Health and environment,Myanmar
"July 14, 2021",Health and environment,COVID-19 pandemic in South Korea
"July 14, 2021",Health and environment,South Korea
"July 14, 2021",Health and environment,COVID-19 pandemic in Vietnam
"July 14, 2021",Health and environment,Vietnam
"July 14, 2021",Health and environment,COVID-19 pandemic in Europe
"July 14, 2021",Health and environment,COVID-19 pandemic in Russia
"July 14, 2021",Health and environment,Russia
"July 14, 2021",Health and environment,COVID-19 pandemic in Spain
"July 14, 2021",Health and environment,Catalonia
"July 14, 2021",Health and environment,COVID-19 pandemic in the United Kingdom
"July 14, 2021",Health and environment,United Kingdom
"July 14, 2021",Health and environment,COVID-19 pandemic in North America
"July 14, 2021",Health and environment,COVID-19 pandemic in the United States
"July 14, 2021",Health and environment,COVID-19 pandemic in Washington
"July 14, 2021",Health and environment,Washington
"July 14, 2021",Health and environment,COVID-19 pandemic in Haiti
"July 14, 2021",Health and environment,Haiti
"July 14, 2021",Health and environment,COVID-19 pandemic in Mexico
"July 14, 2021",Health and environment,Mexico
"July 14, 2021",Health and environment,COVID-19 pandemic in Argentina
"July 14, 2021",Health and environment,Argentina
"July 14, 2021",Health and environment,COVID-19 pandemic in Senegal
"July 14, 2021",Health and environment,Senegal
"July 14, 2021",International relations,Israel–United Arab Emirates relations
"July 14, 2021",International relations,United Arab Emirates
"July 14, 2021",International relations,China–United States relations
"July 14, 2021",International relations,United States Senate
"July 14, 2021",Law and crime,Aftermath of the 2021 United States Capitol attack
"July 14, 2021",Law and crime,Criminal proceedings in the January 6 United States Capitol attack
"July 14, 2021",Law and crime,Idaho
"July 14, 2021",Law and crime,COVID-19 pandemic in Spain
"July 14, 2021",Law and crime,Constitutional Court
"July 14, 2021",Law and crime,2019 Bolivian political crisis
"July 14, 2021",Law and crime,Bolivian
"July 14, 2021",Law and crime,United States federal prosecutors
"July 14, 2021",Law and crime,Yasin
"July 14, 2021",Politics and elections,2021 Cuban protests
"July 14, 2021",Politics and elections,Cuban President
"July 14, 2021",Politics and elections,Cuba
"July 14, 2021",Politics and elections,2021 Peruvian general election
"July 14, 2021",Politics and elections,Popular Force
"July 14, 2021",Science and technology,Discoveries of exoplanets
"July 14, 2021",Science and technology,European Southern Observatory
"July 15, 2021",Armed conflicts and attacks,War in Afghanistan
"July 15, 2021",Armed conflicts and attacks,Taliban insurgency
"July 15, 2021",Armed conflicts and attacks,2021 Taliban offensive
"July 15, 2021",Armed conflicts and attacks,Taliban
"July 15, 2021",Disasters and accidents,2021 European floods
"July 15, 2021",Disasters and accidents,Germany
"July 15, 2021",Disasters and accidents,Rize
"July 15, 2021",Health and environment,COVID-19 pandemic
"July 15, 2021",Health and environment,COVID-19 pandemic in Asia
"July 15, 2021",Health and environment,COVID-19 pandemic in Indonesia
"July 15, 2021",Health and environment,COVID-19 vaccination in Indonesia
"July 15, 2021",Health and environment,Food and Drug Authority
"July 15, 2021",Health and environment,Indonesia
"July 15, 2021",Health and environment,COVID-19 pandemic in Malaysia
"July 15, 2021",Health and environment,Malaysia
"July 15, 2021",Health and environment,COVID-19 pandemic in Sri Lanka
"July 15, 2021",Health and environment,COVID-19 vaccination in Sri Lanka
"July 15, 2021",Health and environment,Sri Lanka
"July 15, 2021",Health and environment,COVID-19 pandemic in Thailand
"July 15, 2021",Health and environment,Thailand
"July 15, 2021",Health and environment,COVID-19 pandemic in Vietnam
"July 15, 2021",Health and environment,COVID-19 vaccination in Vietnam
"July 15, 2021",Health and environment,Ministry of Health
"July 15, 2021",Health and environment,(Viet Nam News)
"July 15, 2021",Health and environment,COVID-19 pandemic in Europe
"July 15, 2021",Health and environment,COVID-19 pandemic in Russia
"July 15, 2021",Health and environment,Russia
"July 15, 2021",Health and environment,COVID-19 pandemic in the United Kingdom
"July 15, 2021",Health and environment,United Kingdom
"July 15, 2021",Health and environment,COVID-19 pandemic in the United States
"July 15, 2021",Health and environment,COVID-19 vaccination in the United States
"July 15, 2021",Health and environment,Food and Drug Administration
"July 15, 2021",Health and environment,COVID-19 pandemic in California
"July 15, 2021",Health and environment,Los Angeles County
"July 15, 2021",Health and environment,COVID-19 pandemic in Louisiana
"July 15, 2021",Health and environment,Louisiana
"July 15, 2021",Health and environment,COVID-19 pandemic in Maryland
"July 15, 2021",Health and environment,Maryland Governor
"July 15, 2021",Health and environment,COVID-19 pandemic in Missouri
"July 15, 2021",Health and environment,Missouri Department of Health and Senior Services
"July 15, 2021",Health and environment,COVID-19 pandemic in Mauritius
"July 15, 2021",Health and environment,Mauritius
"July 15, 2021",Health and environment,COVID-19 pandemic in Papua New Guinea
"July 15, 2021",Health and environment,Papua New Guinea
"July 15, 2021",Health and environment,COVID-19 pandemic in Rwanda
"July 15, 2021",Health and environment,Rwandan government
"July 15, 2021",International relations,Cuba–United States relations
"July 15, 2021",International relations,United States involvement in regime change in Latin America
"July 15, 2021",International relations,Florida Governor
